norm_addr,raw_addr,lon,lat,score,source,ts
서울특별시 강북구 미아동 45-32번지,서울특별시 강북구 미아동 45-32번지,,,0.0,kakao,2025-10-04 17:03:17.921599+00:00
서울특별시 강북구 미아동 476-0,서울특별시 강북구 미아동 476-0,,,0.0,kakao,2025-10-04 17:03:38.943604+00:00
서울특별시 강북구 미아동 61-79,서울특별시 강북구 미아동 61-79,,,0.0,kakao,2025-10-04 17:03:40.002679+00:00
서울특별시 강북구 미아동 767-51,서울특별시 강북구 미아동 767-51,,,0.0,kakao,2025-10-04 17:01:43.873454+00:00
서울특별시 강북구 미아동 791-108,서울특별시 강북구 미아동 791-108,,,0.0,kakao,2025-10-04 16:51:04.773011+00:00
서울특별시 강북구 미아동 791-364번지,서울특별시 강북구 미아동 791-364번지,,,0.0,kakao,2025-10-04 17:02:54.362606+00:00
서울특별시 강북구 미아동 8-373번지,서울특별시 강북구 미아동 8-373번지,,,0.0,kakao,2025-10-04 16:50:59.501215+00:00
서울특별시 강북구 미아동 833-2,서울특별시 강북구 미아동 833-2,,,0.0,kakao,2025-10-04 16:59:51.113298+00:00
서울특별시 강북구 미아동 90-45,서울특별시 강북구 미아동 90-45,,,0.0,kakao,2025-10-04 17:00:10.039453+00:00
서울특별시 강북구 번동 413-44,서울특별시 강북구 번동 413-44,,,0.0,kakao,2025-10-04 16:59:23.734215+00:00
서울특별시 강북구 번동 427-63,서울특별시 강북구 번동 427-63,,,0.0,kakao,2025-10-04 16:50:05.243032+00:00
서울특별시 강북구 번동 428-4,서울특별시 강북구 번동 428-4,,,0.0,kakao,2025-10-04 16:59:49.008584+00:00
서울특별시 강북구 번동 429-114번지,서울특별시 강북구 번동 429-114번지,,,0.0,kakao,2025-10-04 16:51:59.549793+00:00
서울특별시 강북구 번동 429-97,서울특별시 강북구 번동 429-97,,,0.0,kakao,2025-10-04 16:59:31.098533+00:00
서울특별시 강북구 번동 430-27,서울특별시 강북구 번동 430-27,,,0.0,kakao,2025-10-04 16:50:04.185957+00:00
서울특별시 강북구 번동 441-3,서울특별시 강북구 번동 441-3,,,0.0,kakao,2025-10-04 16:54:32.881100+00:00
서울특별시 강북구 번동 443-46,서울특별시 강북구 번동 443-46,,,0.0,kakao,2025-10-04 17:00:38.432782+00:00
서울특별시 강북구 번동 454-61,서울특별시 강북구 번동 454-61,,,0.0,kakao,2025-10-04 16:55:49.299402+00:00
서울특별시 강북구 번동 458-2,서울특별시 강북구 번동 458-2,,,0.0,kakao,2025-10-04 16:51:38.471940+00:00
서울특별시 강북구 번동 471-118,서울특별시 강북구 번동 471-118,,,0.0,kakao,2025-10-04 17:00:48.959037+00:00
서울특별시 강북구 수유동472-81번지일대,서울특별시 강북구 수유동472-81번지일대,,,0.0,kakao,2025-10-04 17:03:18.975158+00:00
"서울특별시 강북구송중동6,7,49번지","서울특별시 강북구송중동6,7,49번지",,,0.0,kakao,2025-10-04 17:04:21.298142+00:00
서울특별시 강서구 공항동 18번지,서울특별시 강서구 공항동 18번지,,,0.0,kakao,2025-10-04 16:57:39.853534+00:00
서울특별시 강서구 공항동 21-0,서울특별시 강서구 공항동 21-0,,,0.0,kakao,2025-10-04 16:59:18.458185+00:00
서울특별시 강서구 공항동 4-8,서울특별시 강서구 공항동 4-8,,,0.0,kakao,2025-10-04 16:49:34.683085+00:00
서울특별시 강서구 공항동 61-42,서울특별시 강서구 공항동 61-42,,,0.0,kakao,2025-10-04 16:59:17.402159+00:00
서울특별시 강서구 내발산동 716-20,서울특별시 강서구 내발산동 716-20,,,0.0,kakao,2025-10-04 17:04:09.424266+00:00
서울특별시 강서구 등촌1동 656-35 일원,서울특별시 강서구 등촌1동 656-35 일원,,,0.0,kakao,2025-10-04 16:52:57.772878+00:00
서울특별시 강서구 등촌동 365-0,서울특별시 강서구 등촌동 365-0,,,0.0,kakao,2025-10-04 17:02:11.240931+00:00
서울특별시 강서구 등촌동 366-24번지 및 강서구 등촌동 366-61번지,서울특별시 강서구 등촌동 366-24번지 및 강서구 등촌동 366-61번지,,,0.0,kakao,2025-10-04 16:52:54.608312+00:00
서울특별시 강서구 등촌동 515-44,서울특별시 강서구 등촌동 515-44,,,0.0,kakao,2025-10-04 17:02:55.415319+00:00
서울특별시 강서구 등촌동 649번지 7필지,서울특별시 강서구 등촌동 649번지 7필지,,,0.0,kakao,2025-10-04 17:02:40.701679+00:00
서울특별시 강서구 등촌동 651번지,서울특별시 강서구 등촌동 651번지,,,0.0,kakao,2025-10-04 17:03:09.500038+00:00
서울특별시 강서구 마곡동 327-53,서울특별시 강서구 마곡동 327-53,,,0.0,kakao,2025-10-04 17:01:08.920505+00:00
서울특별시 강서구 마곡동 327-53번지,서울특별시 강서구 마곡동 327-53번지,,,0.0,kakao,2025-10-04 16:57:10.407217+00:00
서울특별시 강서구 방화동 191-3,서울특별시 강서구 방화동 191-3,,,0.0,kakao,2025-10-04 17:03:36.848580+00:00
서울특별시 강서구 방화동 247-71,서울특별시 강서구 방화동 247-71,,,0.0,kakao,2025-10-04 16:55:50.356348+00:00
서울특별시 강서구 방화동 278-7번지,서울특별시 강서구 방화동 278-7번지,,,0.0,kakao,2025-10-04 16:54:23.407970+00:00
서울특별시 강서구 방화동 286-1,서울특별시 강서구 방화동 286-1,,,0.0,kakao,2025-10-04 17:00:57.360938+00:00
서울특별시 강서구 방화동 584-1,서울특별시 강서구 방화동 584-1,,,0.0,kakao,2025-10-04 17:02:39.650820+00:00
서울특별시 강서구 방화동 589-13,서울특별시 강서구 방화동 589-13,,,0.0,kakao,2025-10-04 16:51:48.987552+00:00
서울특별시 강서구 방화동 598-146,서울특별시 강서구 방화동 598-146,,,0.0,kakao,2025-10-04 16:52:22.728942+00:00
서울특별시 강서구 방화동 608-97,서울특별시 강서구 방화동 608-97,,,0.0,kakao,2025-10-04 16:56:46.192742+00:00
서울특별시 강서구 방화동 615-103,서울특별시 강서구 방화동 615-103,,,0.0,kakao,2025-10-04 16:58:47.831760+00:00
서울특별시 강서구 염창동 242-4 6필지,서울특별시 강서구 염창동 242-4 6필지,,,0.0,kakao,2025-10-04 17:03:43.151175+00:00
서울특별시 강서구 염창동 244-18번지외6필지,서울특별시 강서구 염창동 244-18번지외6필지,,,0.0,kakao,2025-10-04 17:03:48.407561+00:00
서울특별시 강서구 염창동 253-1,서울특별시 강서구 염창동 253-1,,,0.0,kakao,2025-10-04 17:00:39.483613+00:00
서울특별시 강서구 염창동 255-0,서울특별시 강서구 염창동 255-0,,,0.0,kakao,2025-10-04 17:00:45.803854+00:00
서울특별시 강서구 염창동 275-5번지,서울특별시 강서구 염창동 275-5번지,,,0.0,kakao,2025-10-04 16:51:25.850141+00:00
서울특별시 강서구 염창동 277-24번지 일대,서울특별시 강서구 염창동 277-24번지 일대,,,0.0,kakao,2025-10-04 16:53:43.090648+00:00
서울특별시 강서구 염창동 283번지,서울특별시 강서구 염창동 283번지,,,0.0,kakao,2025-10-04 16:53:45.192296+00:00
서울특별시 강서구 화곡동 1027-50,서울특별시 강서구 화곡동 1027-50,,,0.0,kakao,2025-10-04 16:54:19.193889+00:00
서울특별시 강서구 화곡동 1130-7,서울특별시 강서구 화곡동 1130-7,,,0.0,kakao,2025-10-04 16:59:44.790360+00:00
서울특별시 강서구 화곡동 359-124,서울특별시 강서구 화곡동 359-124,,,0.0,kakao,2025-10-04 16:51:47.938413+00:00
서울특별시 강서구 화곡동 424-63,서울특별시 강서구 화곡동 424-63,,,0.0,kakao,2025-10-04 17:02:10.188556+00:00
서울특별시 강서구 화곡동 73-105,서울특별시 강서구 화곡동 73-105,,,0.0,kakao,2025-10-04 17:02:17.546633+00:00
서울특별시 관악구 봉천3동 4-51번지 일원,서울특별시 관악구 봉천3동 4-51번지 일원,,,0.0,kakao,2025-10-04 16:54:43.386655+00:00
서울특별시 관악구 봉천5-9동 산101번지,서울특별시 관악구 봉천5-9동 산101번지,,,0.0,kakao,2025-10-04 16:52:06.936369+00:00
서울특별시 관악구 봉천6동 63-39번지일대,서울특별시 관악구 봉천6동 63-39번지일대,,,0.0,kakao,2025-10-04 17:03:44.201373+00:00
서울특별시 관악구 봉천동 14-120,서울특별시 관악구 봉천동 14-120,,,0.0,kakao,2025-10-04 16:54:31.825752+00:00
서울특별시 관악구 봉천동 1535-37,서울특별시 관악구 봉천동 1535-37,,,0.0,kakao,2025-10-04 17:00:52.109973+00:00
서울특별시 관악구 봉천동 1553-1번지,서울특별시 관악구 봉천동 1553-1번지,,,0.0,kakao,2025-10-04 16:54:26.561371+00:00
서울특별시 관악구 봉천동 26-0,서울특별시 관악구 봉천동 26-0,,,0.0,kakao,2025-10-04 17:01:01.562301+00:00
서울특별시 관악구 봉천동 480번지,서울특별시 관악구 봉천동 480번지,,,0.0,kakao,2025-10-04 16:54:58.121291+00:00
서울특별시 관악구 봉천동 690-0,서울특별시 관악구 봉천동 690-0,,,0.0,kakao,2025-10-04 17:01:00.504284+00:00
서울특별시 관악구 봉천동 728-57번지,서울특별시 관악구 봉천동 728-57번지,,,0.0,kakao,2025-10-04 16:54:22.348864+00:00
서울특별시 관악구 봉천동 913번지,서울특별시 관악구 봉천동 913번지,,,0.0,kakao,2025-10-04 16:52:04.825046+00:00
서울특별시 관악구 신림동 1448-1,서울특별시 관악구 신림동 1448-1,,,0.0,kakao,2025-10-04 16:56:39.860721+00:00
서울특별시 관악구 신림동 1480-1,서울특별시 관악구 신림동 1480-1,,,0.0,kakao,2025-10-04 16:54:29.718425+00:00
서울특별시 관악구 신림동 1644번지,서울특별시 관악구 신림동 1644번지,,,0.0,kakao,2025-10-04 16:52:07.986248+00:00
서울특별시 관악구 신림동 1656번지,서울특별시 관악구 신림동 1656번지,,,0.0,kakao,2025-10-04 16:53:33.627024+00:00
서울특별시 관악구 신림동 316-55,서울특별시 관악구 신림동 316-55,,,0.0,kakao,2025-10-04 16:52:09.038613+00:00
서울특별시 관악구 신림동 324-25번지,서울특별시 관악구 신림동 324-25번지,,,0.0,kakao,2025-10-04 16:55:13.156962+00:00
서울특별시 관악구 신림동 475-83,서울특별시 관악구 신림동 475-83,,,0.0,kakao,2025-10-04 17:02:30.188649+00:00
서울특별시 관악구 신림동 655-78,서울특별시 관악구 신림동 655-78,,,0.0,kakao,2025-10-04 17:01:06.825593+00:00
서울특별시 관악구 신림동 739,서울특별시 관악구 신림동 739,,,0.0,kakao,2025-10-04 16:52:10.094887+00:00
서울특별시 관악구 신림동 746-43,서울특별시 관악구 신림동 746-43,,,0.0,kakao,2025-10-04 16:59:27.947727+00:00
서울특별시 관악구 신림동 808-495,서울특별시 관악구 신림동 808-495,,,0.0,kakao,2025-10-04 16:50:22.087048+00:00
서울특별시 광진구 광장동 332-9,서울특별시 광진구 광장동 332-9,,,0.0,kakao,2025-10-04 16:51:26.906418+00:00
서울특별시 광진구 광장동 561번지,서울특별시 광진구 광장동 561번지,,,0.0,kakao,2025-10-04 17:00:56.311988+00:00
서울특별시 광진구 구의동 227-3번지 1필지,서울특별시 광진구 구의동 227-3번지 1필지,,,0.0,kakao,2025-10-04 16:51:57.430220+00:00
서울특별시 광진구 구의동 592-39,서울특별시 광진구 구의동 592-39,,,0.0,kakao,2025-10-04 16:54:44.436951+00:00
서울특별시 광진구 자양3동 464-40번지,서울특별시 광진구 자양3동 464-40번지,,,0.0,kakao,2025-10-04 16:51:55.320252+00:00
서울특별시 광진구 자양4동 236번지,서울특별시 광진구 자양4동 236번지,,,0.0,kakao,2025-10-04 16:51:56.376557+00:00
서울특별시 광진구 자양동 249-2,서울특별시 광진구 자양동 249-2,,,0.0,kakao,2025-10-04 17:01:38.625990+00:00
서울특별시 광진구 자양동 588-22,서울특별시 광진구 자양동 588-22,,,0.0,kakao,2025-10-04 17:01:15.525453+00:00
서울특별시 광진구 자양동 658-14번지,서울특별시 광진구 자양동 658-14번지,,,0.0,kakao,2025-10-04 16:50:42.666473+00:00
서울특별시 광진구 자양동 695-0,서울특별시 광진구 자양동 695-0,,,0.0,kakao,2025-10-04 17:00:06.887422+00:00
서울특별시 광진구 중곡동 190-26번지,서울특별시 광진구 중곡동 190-26번지,,,0.0,kakao,2025-10-04 16:53:12.528805+00:00
서울특별시 광진구 화양동 32-12,서울특별시 광진구 화양동 32-12,,,0.0,kakao,2025-10-04 17:00:47.904467+00:00
서울특별시 광진구 화양동 35-4,서울특별시 광진구 화양동 35-4,,,0.0,kakao,2025-10-04 16:58:02.420549+00:00
서울특별시 광진구 화양동 499-18 1필지,서울특별시 광진구 화양동 499-18 1필지,,,0.0,kakao,2025-10-04 16:57:35.643253+00:00
서울특별시 구로구 가리봉동 87-177,서울특별시 구로구 가리봉동 87-177,,,0.0,kakao,2025-10-04 17:02:19.665780+00:00
서울특별시 구로구 개봉1동 68번지,서울특별시 구로구 개봉1동 68번지,,,0.0,kakao,2025-10-04 16:49:36.800127+00:00
서울특별시 구로구 개봉동 170-35,서울특별시 구로구 개봉동 170-35,,,0.0,kakao,2025-10-04 17:01:45.975284+00:00
서울특별시 구로구 개봉동 199-4,서울특별시 구로구 개봉동 199-4,,,0.0,kakao,2025-10-04 16:58:31.968813+00:00
서울특별시 구로구 개봉동 312-38 1필지,서울특별시 구로구 개봉동 312-38 1필지,,,0.0,kakao,2025-10-04 16:58:06.624290+00:00
서울특별시 구로구 개봉동 335-16,서울특별시 구로구 개봉동 335-16,,,0.0,kakao,2025-10-04 16:59:07.880524+00:00
서울특별시 구로구 개봉동 454-14,서울특별시 구로구 개봉동 454-14,,,0.0,kakao,2025-10-04 16:49:35.742452+00:00
서울특별시 구로구 고척동 148번지,서울특별시 구로구 고척동 148번지,,,0.0,kakao,2025-10-04 16:55:25.070653+00:00
서울특별시 구로구 고척동 227-1 227-6,서울특별시 구로구 고척동 227-1 227-6,,,0.0,kakao,2025-10-04 16:54:46.542107+00:00
서울특별시 구로구 고척동 241-11번지,서울특별시 구로구 고척동 241-11번지,,,0.0,kakao,2025-10-04 16:51:45.837605+00:00
서울특별시 구로구 고척동 241-2,서울특별시 구로구 고척동 241-2,,,0.0,kakao,2025-10-04 16:58:33.022716+00:00
서울특별시 구로구 고척동 241-337,서울특별시 구로구 고척동 241-337,,,0.0,kakao,2025-10-04 17:01:57.548202+00:00
서울특별시 구로구 고척동 241-63,서울특별시 구로구 고척동 241-63,,,0.0,kakao,2025-10-04 16:57:19.868521+00:00
서울특별시 구로구 고척동 57-9,서울특별시 구로구 고척동 57-9,,,0.0,kakao,2025-10-04 16:53:17.807383+00:00
서울특별시 구로구 구로동 153-3,서울특별시 구로구 구로동 153-3,,,0.0,kakao,2025-10-04 16:54:47.605608+00:00
서울특별시 구로구 구로동 23,서울특별시 구로구 구로동 23,,,0.0,kakao,2025-10-04 17:03:01.742462+00:00
서울특별시 구로구 구로동 440-0,서울특별시 구로구 구로동 440-0,,,0.0,kakao,2025-10-04 16:50:33.898954+00:00
서울특별시 구로구 구로동 685-280,서울특별시 구로구 구로동 685-280,,,0.0,kakao,2025-10-04 16:58:13.975659+00:00
서울특별시 구로구 구로동 715-24,서울특별시 구로구 구로동 715-24,,,0.0,kakao,2025-10-04 17:00:59.455876+00:00
서울특별시 구로구 궁동 171-1번지 3필지,서울특별시 구로구 궁동 171-1번지 3필지,,,0.0,kakao,2025-10-04 16:58:20.364416+00:00
서울특별시 구로구 궁동 213-27,서울특별시 구로구 궁동 213-27,,,0.0,kakao,2025-10-04 17:00:55.261253+00:00
서울특별시 구로구 궁동 236-1번지 9필지,서울특별시 구로구 궁동 236-1번지 9필지,,,0.0,kakao,2025-10-04 16:56:36.701633+00:00
서울특별시 구로구 궁동 240-0,서울특별시 구로구 궁동 240-0,,,0.0,kakao,2025-10-04 16:53:16.759859+00:00
서울특별시 구로구 오류동 150-42,서울특별시 구로구 오류동 150-42,,,0.0,kakao,2025-10-04 16:54:59.172044+00:00
서울특별시 구로구 오류동 156-15번지,서울특별시 구로구 오류동 156-15번지,,,0.0,kakao,2025-10-04 16:57:02.003396+00:00
서울특별시 구로구 오류동 68-21,서울특별시 구로구 오류동 68-21,,,0.0,kakao,2025-10-04 16:56:09.305415+00:00
서울특별시 구로구 온수동 45-32,서울특별시 구로구 온수동 45-32,,,0.0,kakao,2025-10-04 16:52:58.830703+00:00
서울특별시 금천구 가산동 12-31,서울특별시 금천구 가산동 12-31,,,0.0,kakao,2025-10-04 17:01:39.675274+00:00
서울특별시 금천구 가산동 146번지 일대,서울특별시 금천구 가산동 146번지 일대,,,0.0,kakao,2025-10-04 17:04:39.164582+00:00
서울특별시 금천구 가산동 255-255,서울특별시 금천구 가산동 255-255,,,0.0,kakao,2025-10-04 16:59:34.261173+00:00
서울특별시 금천구 가산동 547-44번지,서울특별시 금천구 가산동 547-44번지,,,0.0,kakao,2025-10-04 16:56:50.422904+00:00
서울특별시 금천구 가산동 산 123-12,서울특별시 금천구 가산동 산 123-12,,,0.0,kakao,2025-10-04 17:02:38.598125+00:00
서울특별시 금천구 독산동 147-1 일대,서울특별시 금천구 독산동 147-1 일대,,,0.0,kakao,2025-10-04 17:04:40.218869+00:00
서울특별시 금천구 독산동 954 1필지,서울특별시 금천구 독산동 954 1필지,,,0.0,kakao,2025-10-04 17:00:15.300419+00:00
서울특별시 금천구 독산동 966-1,서울특별시 금천구 독산동 966-1,,,0.0,kakao,2025-10-04 17:03:49.453872+00:00
서울특별시 금천구 마포구,서울특별시 금천구 마포구,,,0.0,kakao,2025-10-04 16:51:46.888026+00:00
서울특별시 금천구 시흥대로 73 대도연립,서울특별시 금천구 시흥대로 73 대도연립,,,0.0,kakao,2025-10-04 16:55:33.499149+00:00
서울특별시 금천구 시흥동 1002-2,서울특별시 금천구 시흥동 1002-2,,,0.0,kakao,2025-10-04 17:03:20.023230+00:00
서울특별시 금천구 시흥동 1004-0,서울특별시 금천구 시흥동 1004-0,,,0.0,kakao,2025-10-04 16:59:21.625792+00:00
서울특별시 금천구 시흥동 109-1,서울특별시 금천구 시흥동 109-1,,,0.0,kakao,2025-10-04 16:58:16.124323+00:00
서울특별시 금천구 시흥동 220-2,서울특별시 금천구 시흥동 220-2,,,0.0,kakao,2025-10-04 16:51:58.482320+00:00
"서울특별시 금천구 시흥동 791-39,40,42번지","서울특별시 금천구 시흥동 791-39,40,42번지",,,0.0,kakao,2025-10-04 17:04:31.808838+00:00
서울특별시 금천구 시흥동 817818169번지,서울특별시 금천구 시흥동 817818169번지,,,0.0,kakao,2025-10-04 17:01:22.871330+00:00
서울특별시 금천구 시흥동 871-0,서울특별시 금천구 시흥동 871-0,,,0.0,kakao,2025-10-04 16:55:54.573145+00:00
서울특별시 금천구 시흥동 919-0,서울특별시 금천구 시흥동 919-0,,,0.0,kakao,2025-10-04 17:01:53.342274+00:00
서울특별시 금천구 시흥동 920-13,서울특별시 금천구 시흥동 920-13,,,0.0,kakao,2025-10-04 16:51:50.037056+00:00
서울특별시 금천구 시흥동 933-0,서울특별시 금천구 시흥동 933-0,,,0.0,kakao,2025-10-04 17:01:14.165847+00:00
서울특별시 노원구 공릉동 270-71,서울특별시 노원구 공릉동 270-71,,,0.0,kakao,2025-10-04 16:50:15.784677+00:00
서울특별시 노원구 공릉로 34길 74,서울특별시 노원구 공릉로 34길 74,,,0.0,kakao,2025-10-04 16:57:50.832181+00:00
서울특별시 노원구 상계10동 677 688,서울특별시 노원구 상계10동 677 688,,,0.0,kakao,2025-10-04 16:52:32.212563+00:00
서울특별시 노원구 상계동 109-43번지,서울특별시 노원구 상계동 109-43번지,,,0.0,kakao,2025-10-04 16:57:05.151770+00:00
서울특별시 노원구 상계동 322-8,서울특별시 노원구 상계동 322-8,,,0.0,kakao,2025-10-04 17:02:03.875455+00:00
서울특별시 노원구 상계동 721,서울특별시 노원구 상계동 721,,,0.0,kakao,2025-10-04 16:52:02.710070+00:00
서울특별시 노원구 상계동 85-33번지,서울특별시 노원구 상계동 85-33번지,,,0.0,kakao,2025-10-04 16:51:06.882396+00:00
서울특별시 노원구 상계동 95-3번지,서울특별시 노원구 상계동 95-3번지,,,0.0,kakao,2025-10-04 16:51:08.985002+00:00
서울특별시 노원구 상계동 자력2구역 17블럭 1롯트,서울특별시 노원구 상계동 자력2구역 17블럭 1롯트,,,0.0,kakao,2025-10-04 16:52:37.477698+00:00
서울특별시 노원구 월계1동 531,서울특별시 노원구 월계1동 531,,,0.0,kakao,2025-10-04 17:04:13.641078+00:00
서울특별시 노원구 월계2동 633-31,서울특별시 노원구 월계2동 633-31,,,0.0,kakao,2025-10-04 16:51:05.823288+00:00
서울특별시 노원구 월계동 436번지,서울특별시 노원구 월계동 436번지,,,0.0,kakao,2025-10-04 16:55:55.628610+00:00
서울특별시 노원구 월계동 487-17번지,서울특별시 노원구 월계동 487-17번지,,,0.0,kakao,2025-10-04 16:53:28.341370+00:00
서울특별시 노원구 월계동 672번지,서울특별시 노원구 월계동 672번지,,,0.0,kakao,2025-10-04 16:57:51.878581+00:00
서울특별시 노원구 자력6구역 8블럭9롯트7블럭57롯트상계동 6-42,서울특별시 노원구 자력6구역 8블럭9롯트7블럭57롯트상계동 6-42,,,0.0,kakao,2025-10-04 16:51:07.929796+00:00
서울특별시 도봉구 도봉동 625-80,서울특별시 도봉구 도봉동 625-80,,,0.0,kakao,2025-10-04 17:01:58.605862+00:00
서울특별시 도봉구 도봉동 724-0,서울특별시 도봉구 도봉동 724-0,,,0.0,kakao,2025-10-04 17:02:34.388978+00:00
서울특별시 도봉구 도봉동 95,서울특별시 도봉구 도봉동 95,,,0.0,kakao,2025-10-04 16:57:49.774280+00:00
서울특별시 도봉구 방학동 343-0,서울특별시 도봉구 방학동 343-0,,,0.0,kakao,2025-10-04 17:01:59.666307+00:00
서울특별시 도봉구 방학동 636,서울특별시 도봉구 방학동 636,,,0.0,kakao,2025-10-04 17:04:25.494722+00:00
서울특별시 도봉구 쌍문동 137-94 5필지,서울특별시 도봉구 쌍문동 137-94 5필지,,,0.0,kakao,2025-10-04 17:02:31.237900+00:00
서울특별시 도봉구 쌍문동 388-33,서울특별시 도봉구 쌍문동 388-33,,,0.0,kakao,2025-10-04 16:57:09.356185+00:00
서울특별시 도봉구 쌍문동414번지,서울특별시 도봉구 쌍문동414번지,,,0.0,kakao,2025-10-04 17:04:16.794823+00:00
서울특별시 도봉구 창동 466-0,서울특별시 도봉구 창동 466-0,,,0.0,kakao,2025-10-04 17:02:01.769299+00:00
서울특별시 도봉구 창동 501-13,서울특별시 도봉구 창동 501-13,,,0.0,kakao,2025-10-04 16:51:27.956561+00:00
서울특별시 도봉구 창동 581-3,서울특별시 도봉구 창동 581-3,,,0.0,kakao,2025-10-04 17:02:00.718089+00:00
서울특별시 동대문구 답십리동 12번지,서울특별시 동대문구 답십리동 12번지,,,0.0,kakao,2025-10-04 16:54:33.933744+00:00
서울특별시 동대문구 답십리동 25-0,서울특별시 동대문구 답십리동 25-0,,,0.0,kakao,2025-10-04 16:50:02.076059+00:00
서울특별시 동대문구 답십리동 952-0,서울특별시 동대문구 답십리동 952-0,,,0.0,kakao,2025-10-04 16:53:46.250094+00:00
서울특별시 동대문구 답십리동 98-0,서울특별시 동대문구 답십리동 98-0,,,0.0,kakao,2025-10-04 16:57:24.073779+00:00
서울특별시 동대문구 답십리동178번지일대,서울특별시 동대문구 답십리동178번지일대,,,0.0,kakao,2025-10-04 16:54:13.932386+00:00
서울특별시 동대문구 신설동 92-5,서울특별시 동대문구 신설동 92-5,,,0.0,kakao,2025-10-04 16:50:45.817301+00:00
서울특별시 동대문구 용두동 14-1,서울특별시 동대문구 용두동 14-1,,,0.0,kakao,2025-10-04 16:55:47.189321+00:00
서울특별시 동대문구 용두동 23-1,서울특별시 동대문구 용두동 23-1,,,0.0,kakao,2025-10-04 16:54:02.364097+00:00
서울특별시 동대문구 용두동 253번지,서울특별시 동대문구 용두동 253번지,,,0.0,kakao,2025-10-04 16:57:26.176796+00:00
서울특별시 동대문구 용두동 26-3,서울특별시 동대문구 용두동 26-3,,,0.0,kakao,2025-10-04 16:57:20.919329+00:00
서울특별시 동대문구 용두동 53-1번지,서울특별시 동대문구 용두동 53-1번지,,,0.0,kakao,2025-10-04 17:04:10.476409+00:00
서울특별시 동대문구 용두동 53-6번지,서울특별시 동대문구 용두동 53-6번지,,,0.0,kakao,2025-10-04 17:04:05.217541+00:00
서울특별시 동대문구 용두동 753-9번지,서울특별시 동대문구 용두동 753-9번지,,,0.0,kakao,2025-10-04 16:50:07.372334+00:00
서울특별시 동대문구 용두동 80-1번지,서울특별시 동대문구 용두동 80-1번지,,,0.0,kakao,2025-10-04 17:04:27.602589+00:00
서울특별시 동대문구 이문동 149-8,서울특별시 동대문구 이문동 149-8,,,0.0,kakao,2025-10-04 16:55:58.780964+00:00
서울특별시 동대문구 이문동 168-1,서울특별시 동대문구 이문동 168-1,,,0.0,kakao,2025-10-04 16:57:21.970630+00:00
서울특별시 동대문구 이문동 170-65,서울특별시 동대문구 이문동 170-65,,,0.0,kakao,2025-10-04 16:53:06.200297+00:00
서울특별시 동대문구 이문동 257-42번지,서울특별시 동대문구 이문동 257-42번지,,,0.0,kakao,2025-10-04 16:50:09.470828+00:00
서울특별시 동대문구 이문동 86-1,서울특별시 동대문구 이문동 86-1,,,0.0,kakao,2025-10-04 16:54:12.882061+00:00
서울특별시 동대문구 장안동 329-2,서울특별시 동대문구 장안동 329-2,,,0.0,kakao,2025-10-04 16:52:33.267291+00:00
서울특별시 동대문구 장안동 425-1,서울특별시 동대문구 장안동 425-1,,,0.0,kakao,2025-10-04 17:03:37.895838+00:00
서울특별시 동대문구 장안동 435-2,서울특별시 동대문구 장안동 435-2,,,0.0,kakao,2025-10-04 17:03:56.813135+00:00
서울특별시 동대문구 장안동 435-4,서울특별시 동대문구 장안동 435-4,,,0.0,kakao,2025-10-04 16:57:31.446756+00:00
서울특별시 동대문구 장안동 95-1,서울특별시 동대문구 장안동 95-1,,,0.0,kakao,2025-10-04 16:59:08.937916+00:00
서울특별시 동대문구 전농동 103-236번지,서울특별시 동대문구 전농동 103-236번지,,,0.0,kakao,2025-10-04 16:58:29.861481+00:00
서울특별시 동대문구 전농동 204번지,서울특별시 동대문구 전농동 204번지,,,0.0,kakao,2025-10-04 16:50:11.572930+00:00
서울특별시 동대문구 전농동 295번지,서울특별시 동대문구 전농동 295번지,,,0.0,kakao,2025-10-04 17:01:42.824859+00:00
서울특별시 동대문구 전농동 449-9,서울특별시 동대문구 전농동 449-9,,,0.0,kakao,2025-10-04 16:50:12.624337+00:00
서울특별시 동대문구 전농동 494번지,서울특별시 동대문구 전농동 494번지,,,0.0,kakao,2025-10-04 16:50:13.673990+00:00
서울특별시 동대문구 전농동 518-0,서울특별시 동대문구 전농동 518-0,,,0.0,kakao,2025-10-04 16:50:56.335260+00:00
서울특별시 동대문구 전농동 60-22번지,서울특별시 동대문구 전농동 60-22번지,,,0.0,kakao,2025-10-04 17:00:41.598419+00:00
서울특별시 동대문구 전농동 643번지,서울특별시 동대문구 전농동 643번지,,,0.0,kakao,2025-10-04 16:50:14.732721+00:00
서울특별시 동대문구 제기동 120-104번지,서울특별시 동대문구 제기동 120-104번지,,,0.0,kakao,2025-10-04 16:54:11.825325+00:00
서울특별시 동대문구 제기동 288번지,서울특별시 동대문구 제기동 288번지,,,0.0,kakao,2025-10-04 16:56:15.624035+00:00
서울특별시 동대문구 제기동 892-68,서울특별시 동대문구 제기동 892-68,,,0.0,kakao,2025-10-04 16:59:46.901042+00:00
서울특별시 동대문구 청량리동 199-0,서울특별시 동대문구 청량리동 199-0,,,0.0,kakao,2025-10-04 16:50:58.444100+00:00
서울특별시 동대문구 청량리동 205번지 일대,서울특별시 동대문구 청량리동 205번지 일대,,,0.0,kakao,2025-10-04 16:50:01.023058+00:00
